URL,Title,Image,Keywords,Description
https://www.brooklynmuseum.org/calendar/event/art_history_happy_hour_february_2023,Art History Happy Hour: African,https://d1lfxha3ugu3d4.cloudfront.net/assets/system-images/made/assets/system-images/remote/https_d1lfxha3ugu3d4.cloudfront.net/calendar/images/2023_02-AHHH-67.177_side1_PS1_600_829.jpg,,
https://www.brooklynmuseum.org/calendar/event/art_history_happy_hour_march_2023/,Art History Happy Hour: Jimmy,https://d1lfxha3ugu3d4.cloudfront.net/assets/system-images/made/assets/system-images/remote/https_d1lfxha3ugu3d4.cloudfront.net/calendar/images/EL201.154_167_Aluminium_Foil__4__Self-Portrait__1985_600_786.jpg,,
https://www.brooklynmuseum.org/calendar/event/artists_eye_duke_riley_march_2023/,Artist&rsquo;s Eye: Duke Riley,https://d1lfxha3ugu3d4.cloudfront.net/assets/system-images/made/assets/system-images/remote/https_d1lfxha3ugu3d4.cloudfront.net/calendar/images/2022_03_ArtistsEye_Riley_2021__I_m_Delicious_Come_On_Get_Your_Moneys_Worth_Detail_600_600.jpg,,
https://www.brooklynmuseum.org/calendar/event/asl_tour_duke_riley_february_2023/,Brooklyn Museum: ASL Tour,https://d1lfxha3ugu3d4.cloudfront.net/assets/system-images/made/assets/system-images/remote/https_d1lfxha3ugu3d4.cloudfront.net/calendar/images/2022_03_ArtistsEye_Riley_2021__I_m_Delicious_Come_On_Get_Your_Moneys_Worth_Detail_600_600.jpg,,
https://www.brooklynmuseum.org/calendar/event/asl_tour_great_migration_may_2023/,Brooklyn Museum: ASL Tour,https://d1lfxha3ugu3d4.cloudfront.net/assets/system-images/made/assets/system-images/remote/https_d1lfxha3ugu3d4.cloudfront.net/calendar/images/2022_11-Member_Preview-Thierry_Mugler-Alan_Strutt_600_717.jpg,,
https://www.brooklynmuseum.org/calendar/event/asl_tour_thierry_mugler_april_2023/,Brooklyn Museum: ASL Tour,https://d1lfxha3ugu3d4.cloudfront.net/assets/system-images/made/assets/system-images/remote/https_d1lfxha3ugu3d4.cloudfront.net/calendar/images/2022_11-Member_Preview-Thierry_Mugler-Alan_Strutt_600_717.jpg,,
https://www.brooklynmuseum.org/calendar/event/brooklyn_afternoons_arts_of_asia_and_the_islamic_world_june_2023/,Brooklyn Afternoons,https://d1lfxha3ugu3d4.cloudfront.net/assets/system-images/made/assets/system-images/remote/https_d1lfxha3ugu3d4.cloudfront.net/calendar/images/70.62.2_IMLS_SL2_(2)_600_1254.jpg,,
https://www.brooklynmuseum.org/calendar/event/brooklyn_afternoons_duke_riley_march_2023/,Brooklyn Afternoons,https://d1lfxha3ugu3d4.cloudfront.net/assets/system-images/made/assets/system-images/remote/https_d1lfxha3ugu3d4.cloudfront.net/calendar/images/2022_03_ArtistsEye_Riley_2021__I_m_Delicious_Come_On_Get_Your_Moneys_Worth_Detail_600_600.jpg,,
https://www.brooklynmuseum.org/calendar/event/brooklyn_afternoons_great_migration_may_2023/,Brooklyn Afternoons,https://d1lfxha3ugu3d4.cloudfront.net/assets/system-images/made/assets/system-images/remote/https_d1lfxha3ugu3d4.cloudfront.net/calendar/images/HTO_V10_CENTER.00_29_31_00.Still083_web_2_600_337.png,,
https://www.brooklynmuseum.org/calendar/event/brooklyn_afternoons_love_is_in_the_air_february_2023,Brooklyn Afternoons,,,
https://www.brooklynmuseum.org/calendar/event/brooklyn_reads_we_are_a_haunting_with_tyriek_white_april_2023/,Reads: We Are a Haunting with,,,
https://www.brooklynmuseum.org/calendar/event/brooklyn_symphony_orchestra_wagner_barber_schumann_feb_2023/,Symphony Orchestra: Wagner,,,
https://www.brooklynmuseum.org/calendar/event/brooklyn_talks_muglers_muses_with_pat_cleveland_feb_2023/,Talks: Mugler&rsquo;s Muses,,,
https://www.brooklynmuseum.org/calendar/event/christmas_day/2023/12/25,Christmas Day,,,
https://www.brooklynmuseum.org/calendar/event/curator_led_tour_thierry_mugler_couturissime_feb_2023/,Curator-Led Tour: Thierry,,,
https://www.brooklynmuseum.org/calendar/event/gallery_tour_a_few_of_our_favorite_things_jan_and_feb_2023/2023/02/05,Gallery Tour: A Few of Our,,,
https://www.brooklynmuseum.org/calendar/event/gallery_tour_a_few_of_our_favorite_things_jan_and_feb_2023/2023/02/08,Gallery Tour: A Few of Our,,,
https://www.brooklynmuseum.org/calendar/event/member_morning_thierry_mugler_couturissime_2022_2023/2023/02/11,Member Morning: Thierry Mugler,https://d1lfxha3ugu3d4.cloudfront.net/assets/system-images/made/assets/system-images/remote/https_d1lfxha3ugu3d4.cloudfront.net/calendar/images/2022_11-Member_Preview-Thierry_Mugler-Alan_Strutt_600_717.jpg,,
https://www.brooklynmuseum.org/calendar/event/member_morning_thierry_mugler_couturissime_2022_2023/2023/02/18,Member Morning: Thierry Mugler,https://d1lfxha3ugu3d4.cloudfront.net/assets/system-images/made/assets/system-images/remote/https_d1lfxha3ugu3d4.cloudfront.net/calendar/images/2022_11-Member_Preview-Thierry_Mugler-Alan_Strutt_600_717.jpg,,
https://www.brooklynmuseum.org/calendar/event/member_morning_thierry_mugler_couturissime_2022_2023/2023/02/25,Member Morning: Thierry Mugler,https://d1lfxha3ugu3d4.cloudfront.net/assets/system-images/made/assets/system-images/remote/https_d1lfxha3ugu3d4.cloudfront.net/calendar/images/2022_11-Member_Preview-Thierry_Mugler-Alan_Strutt_600_717.jpg,,
https://www.brooklynmuseum.org/calendar/event/member_morning_thierry_mugler_couturissime_2022_2023/2023/03/04,Member Morning: Thierry Mugler,https://d1lfxha3ugu3d4.cloudfront.net/assets/system-images/made/assets/system-images/remote/https_d1lfxha3ugu3d4.cloudfront.net/calendar/images/2022_11-Member_Preview-Thierry_Mugler-Alan_Strutt_600_717.jpg,,
https://www.brooklynmuseum.org/calendar/event/new_years_day/2024/01/01,New Year's Day,,,
https://www.brooklynmuseum.org/calendar/event/old-7326,Performance: Judy Chicago,,,
https://www.brooklynmuseum.org/calendar/event/pints_and_prints_duke_riley_march_2023/,Pints and Prints: Duke Riley,,,
https://www.brooklynmuseum.org/calendar/event/pop_up_talks_jan_feb_2023/2023/02/10,Pop-Up Talks,,,
https://www.brooklynmuseum.org/calendar/event/pop_up_talks_jan_feb_2023/2023/02/15,Pop-Up Talks,,,
https://www.brooklynmuseum.org/calendar/event/pop_up_talks_jan_feb_2023/2023/02/16,Pop-Up Talks,,,
https://www.brooklynmuseum.org/calendar/event/pop_up_talks_wed_sun_jan_feb_2023/2023/02/19,Pop-Up Talks,,,
https://www.brooklynmuseum.org/calendar/event/pop_up_talks_wed_sun_jan_feb_2023/2023/02/22,Pop-Up Talks,,,
https://www.brooklynmuseum.org/calendar/event/pop_up_talks_wed_sun_jan_feb_2023/2023/02/26,Pop-Up Talks,,,
https://www.brooklynmuseum.org/calendar/event/roundtable_architects_on_the_future_of_the_museum_feb_2023,Roundtable: Architects on,,,
https://www.brooklynmuseum.org/calendar/event/russian_language_gallery_tour_jan_feb_2023/2023/02/12,Russian Language Gallery Tour,,,
https://www.brooklynmuseum.org/calendar/event/salsa_party_february_2023,Salsa Party,https://d1lfxha3ugu3d4.cloudfront.net/assets/system-images/made/assets/system-images/remote/https_d1lfxha3ugu3d4.cloudfront.net/calendar/images/January_2017_SalsaParty_KNM_5193_600_400.jpg,,
https://www.brooklynmuseum.org/calendar/event/salsa_party_march_2023/,Salsa Party,https://d1lfxha3ugu3d4.cloudfront.net/assets/system-images/made/assets/system-images/remote/https_d1lfxha3ugu3d4.cloudfront.net/calendar/images/January_2017_SalsaParty_KNM_5193_600_400.jpg,,
https://www.brooklynmuseum.org/calendar/event/salsa_party_nov_2023_to_march_2024/2023/11/09,Salsa Party,https://d1lfxha3ugu3d4.cloudfront.net/assets/system-images/made/assets/system-images/remote/https_d1lfxha3ugu3d4.cloudfront.net/calendar/images/January_2017_SalsaParty_KNM_5193_600_400.jpg,,
https://www.brooklynmuseum.org/calendar/event/salsa_party_nov_2023_to_march_2024/2023/12/14,Salsa Party,https://d1lfxha3ugu3d4.cloudfront.net/assets/system-images/made/assets/system-images/remote/https_d1lfxha3ugu3d4.cloudfront.net/calendar/images/January_2017_SalsaParty_KNM_5193_600_400.jpg,,
https://www.brooklynmuseum.org/calendar/event/salsa_party_nov_2023_to_march_2024/2024/01/11,Salsa Party,https://d1lfxha3ugu3d4.cloudfront.net/assets/system-images/made/assets/system-images/remote/https_d1lfxha3ugu3d4.cloudfront.net/calendar/images/January_2017_SalsaParty_KNM_5193_600_400.jpg,,
https://www.brooklynmuseum.org/calendar/event/salsa_party_nov_2023_to_march_2024/2024/02/08,Salsa Party,https://d1lfxha3ugu3d4.cloudfront.net/assets/system-images/made/assets/system-images/remote/https_d1lfxha3ugu3d4.cloudfront.net/calendar/images/January_2017_SalsaParty_KNM_5193_600_400.jpg,,
https://www.brooklynmuseum.org/calendar/event/scent_tour_muglers_perfume_universe_feb_march_2023/2023/03/03,Scent Tour: Mugler&rsquo;s,https://d1lfxha3ugu3d4.cloudfront.net/assets/system-images/made/assets/system-images/remote/https_d1lfxha3ugu3d4.cloudfront.net/calendar/images/2022_11-Member_Preview-Thierry_Mugler-Alan_Strutt_600_717.jpg,,
https://www.brooklynmuseum.org/calendar/event/sunday_art_jan_may_2023,Sunday Art,https://d1lfxha3ugu3d4.cloudfront.net/assets/system-images/made/assets/system-images/remote/https_d1lfxha3ugu3d4.cloudfront.net/calendar/images/FAM_20211121_EDU_12_Faviola_Lopez-Romani_PS17_-_Lillian_Young_600_416.jpg,,
https://www.brooklynmuseum.org/calendar/event/sunday_art_jan_may_2023/2023/02/12,Sunday Art,https://d1lfxha3ugu3d4.cloudfront.net/assets/system-images/made/assets/system-images/remote/https_d1lfxha3ugu3d4.cloudfront.net/calendar/images/FAM_20211121_EDU_12_Faviola_Lopez-Romani_PS17_-_Lillian_Young_600_416.jpg,,
https://www.brooklynmuseum.org/calendar/event/sunday_art_jan_may_2023/2023/02/19,Sunday Art,https://d1lfxha3ugu3d4.cloudfront.net/assets/system-images/made/assets/system-images/remote/https_d1lfxha3ugu3d4.cloudfront.net/calendar/images/FAM_20211121_EDU_12_Faviola_Lopez-Romani_PS17_-_Lillian_Young_600_416.jpg,,
https://www.brooklynmuseum.org/calendar/event/sunday_art_jan_may_2023/2023/02/26,Sunday Art,https://d1lfxha3ugu3d4.cloudfront.net/assets/system-images/made/assets/system-images/remote/https_d1lfxha3ugu3d4.cloudfront.net/calendar/images/FAM_20211121_EDU_12_Faviola_Lopez-Romani_PS17_-_Lillian_Young_600_416.jpg,,
https://www.brooklynmuseum.org/calendar/event/sunday_art_jan_may_2023/2023/03/12,Sunday Art,https://d1lfxha3ugu3d4.cloudfront.net/assets/system-images/made/assets/system-images/remote/https_d1lfxha3ugu3d4.cloudfront.net/calendar/images/FAM_20211121_EDU_12_Faviola_Lopez-Romani_PS17_-_Lillian_Young_600_416.jpg,,
https://www.brooklynmuseum.org/calendar/event/sunday_art_jan_may_2023/2023/03/19,Sunday Art,https://d1lfxha3ugu3d4.cloudfront.net/assets/system-images/made/assets/system-images/remote/https_d1lfxha3ugu3d4.cloudfront.net/calendar/images/FAM_20211121_EDU_12_Faviola_Lopez-Romani_PS17_-_Lillian_Young_600_416.jpg,,
https://www.brooklynmuseum.org/calendar/event/sunday_art_jan_may_2023/2023/03/26,Sunday Art,https://d1lfxha3ugu3d4.cloudfront.net/assets/system-images/made/assets/system-images/remote/https_d1lfxha3ugu3d4.cloudfront.net/calendar/images/FAM_20211121_EDU_12_Faviola_Lopez-Romani_PS17_-_Lillian_Young_600_416.jpg,,
https://www.brooklynmuseum.org/calendar/event/sunday_art_jan_may_2023/2023/04/16,Sunday Art,https://d1lfxha3ugu3d4.cloudfront.net/assets/system-images/made/assets/system-images/remote/https_d1lfxha3ugu3d4.cloudfront.net/calendar/images/FAM_20211121_EDU_12_Faviola_Lopez-Romani_PS17_-_Lillian_Young_600_416.jpg,,
https://www.brooklynmuseum.org/calendar/event/sunday_art_jan_may_2023/2023/04/23,Sunday Art,https://d1lfxha3ugu3d4.cloudfront.net/assets/system-images/made/assets/system-images/remote/https_d1lfxha3ugu3d4.cloudfront.net/calendar/images/FAM_20211121_EDU_12_Faviola_Lopez-Romani_PS17_-_Lillian_Young_600_416.jpg,,
https://www.brooklynmuseum.org/calendar/event/sunday_art_jan_may_2023/2023/04/30,Sunday Art,https://d1lfxha3ugu3d4.cloudfront.net/assets/system-images/made/assets/system-images/remote/https_d1lfxha3ugu3d4.cloudfront.net/calendar/images/FAM_20211121_EDU_12_Faviola_Lopez-Romani_PS17_-_Lillian_Young_600_416.jpg,,
https://www.brooklynmuseum.org/calendar/event/sunday_art_jan_may_2023/2023/05/14,Sunday Art,https://d1lfxha3ugu3d4.cloudfront.net/assets/system-images/made/assets/system-images/remote/https_d1lfxha3ugu3d4.cloudfront.net/calendar/images/FAM_20211121_EDU_12_Faviola_Lopez-Romani_PS17_-_Lillian_Young_600_416.jpg,,
https://www.brooklynmuseum.org/calendar/event/sunday_art_jan_may_2023/2023/05/21,Sunday Art,https://d1lfxha3ugu3d4.cloudfront.net/assets/system-images/made/assets/system-images/remote/https_d1lfxha3ugu3d4.cloudfront.net/calendar/images/FAM_20211121_EDU_12_Faviola_Lopez-Romani_PS17_-_Lillian_Young_600_416.jpg,,
https://www.brooklynmuseum.org/calendar/event/valentines_date_night_feb_2023,Valentine&rsquo;s Date Night,https://d1lfxha3ugu3d4.cloudfront.net/assets/system-images/made/assets/system-images/remote/https_d1lfxha3ugu3d4.cloudfront.net/calendar/images/DIG_E_2022_Thierry_Mugler_28_PS21-Large_JPEG_600_900.jpg,,
https://www.brooklynmuseum.org/calendar/event/verbal_description_tour_duke_riley_march_2023/,Verbal Description Tour,https://d1lfxha3ugu3d4.cloudfront.net/assets/system-images/made/assets/system-images/remote/https_d1lfxha3ugu3d4.cloudfront.net/calendar/images/2022_03_ArtistsEye_Riley_2021__I_m_Delicious_Come_On_Get_Your_Moneys_Worth_Detail_600_600.jpg,,
https://www.brooklynmuseum.org/calendar/event/verbal_description_tour_great_migration_may_2023/,Verbal Description Tour,https://d1lfxha3ugu3d4.cloudfront.net/assets/system-images/made/assets/system-images/remote/https_d1lfxha3ugu3d4.cloudfront.net/calendar/images/2022_03_ArtistsEye_Riley_2021__I_m_Delicious_Come_On_Get_Your_Moneys_Worth_Detail_600_600.jpg,,
https://www.brooklynmuseum.org/calendar/event/verbal_description_tour_june_2023/,Verbal Description Tour,https://d1lfxha3ugu3d4.cloudfront.net/assets/system-images/made/assets/system-images/remote/https_d1lfxha3ugu3d4.cloudfront.net/calendar/images/2022_03_ArtistsEye_Riley_2021__I_m_Delicious_Come_On_Get_Your_Moneys_Worth_Detail_600_600.jpg,,
https://www.brooklynmuseum.org/calendar/event/verbal_description_tour_thierry_mugler_april_2023/,Verbal Description Tour,https://d1lfxha3ugu3d4.cloudfront.net/assets/system-images/made/assets/system-images/remote/https_d1lfxha3ugu3d4.cloudfront.net/calendar/images/2022_03_ArtistsEye_Riley_2021__I_m_Delicious_Come_On_Get_Your_Moneys_Worth_Detail_600_600.jpg,,
https://www.brooklynmuseum.org/calendar/event/virtual_asl_tour_april_2023/,Virtual ASL Tour,,,
https://www.brooklynmuseum.org/calendar/event/virtual_brooklyn_afternoons_arts_of_asia_and_the_islamic_world_june_2023/,Virtual Brooklyn Afternoons,https://d1lfxha3ugu3d4.cloudfront.net/assets/system-images/made/assets/system-images/remote/https_d1lfxha3ugu3d4.cloudfront.net/calendar/images/70.62.2_IMLS_SL2_(2)_600_1254.jpg,,
https://www.brooklynmuseum.org/calendar/event/virtual_brooklyn_afternoons_duke_riley_march_2023/,Virtual Brooklyn Afternoons,https://d1lfxha3ugu3d4.cloudfront.net/assets/system-images/made/assets/system-images/remote/https_d1lfxha3ugu3d4.cloudfront.net/calendar/images/70.62.2_IMLS_SL2_(2)_600_1254.jpg,,
https://www.brooklynmuseum.org/calendar/event/virtual_brooklyn_afternoons_great_migration_may_2023/,Virtual Brooklyn Afternoons,https://d1lfxha3ugu3d4.cloudfront.net/assets/system-images/made/assets/system-images/remote/https_d1lfxha3ugu3d4.cloudfront.net/calendar/images/70.62.2_IMLS_SL2_(2)_600_1254.jpg,,
https://www.brooklynmuseum.org/calendar/event/virtual_brooklyn_afternoons_love_is_in_the_air_february_2023/,Virtual Brooklyn Afternoons,https://d1lfxha3ugu3d4.cloudfront.net/assets/system-images/made/assets/system-images/remote/https_d1lfxha3ugu3d4.cloudfront.net/calendar/images/70.62.2_IMLS_SL2_(2)_600_1254.jpg,,
https://www.brooklynmuseum.org/calendar/event/virtual_hablemos_de_arte_feb_june_2023/2023/03/09,Virtual Hablemos de Arte,,,
https://www.brooklynmuseum.org/calendar/event/virtual_hablemos_de_arte_feb_june_2023/2023/04/13,Virtual Hablemos de Arte,,,
https://www.brooklynmuseum.org/calendar/event/virtual_hablemos_de_arte_feb_june_2023/2023/05/11,Virtual Hablemos de Arte,,,
https://www.brooklynmuseum.org/calendar/event/virtual_verbal_description_tour_duke_riley_march_2023/,Virtual Verbal Description,,,
https://www.brooklynmuseum.org/calendar/event/virtual_verbal_description_tour_february_2023,Virtual Verbal Description,,,
https://www.brooklynmuseum.org/calendar/event/virtual_verbal_description_tour_great_migration_may_2023/,Virtual Verbal Description,,,
https://www.brooklynmuseum.org/calendar/event/virtual_verbal_description_tour_june_2023/,Virtual Verbal Description,,,
https://www.brooklynmuseum.org/calendar/event/virtual_we_speak_art_feb_june_2023/2023/03/02,Virtual We Speak Art,,,
https://www.brooklynmuseum.org/calendar/event/virtual_we_speak_art_feb_june_2023/2023/04/06,Virtual We Speak Art,,,
https://www.brooklynmuseum.org/calendar/event/virtual_we_speak_art_feb_june_2023/2023/05/04,Virtual We Speak Art,,,
https://www.brooklynmuseum.org/calendar/event/winter_pop_up_market_jan_mar_2023/%20%20%20%20%20%20%20%20%20%20%20%20%20%20//,Winter Pop-Up Market,,,
https://www.brooklynmuseum.org/calendar/event/winter_pop_up_market_jan_mar_2023/2023/02/12,Winter Pop-Up Market,,,
https://www.brooklynmuseum.org/calendar/event/winter_pop_up_market_jan_mar_2023/2023/03/12,Winter Pop-Up Market,,,
https://www.brooklynmuseum.org/calendar/exhibition/thierry_mugler,Calendar: Events for Thierry,,,
https://www.brooklynmuseum.org/community/blogosphere/,BKM TECH,,,"About
BKM Tech is a blog focused on the technology efforts at the Brooklyn Museum.  Along the way, you’ll find us talking about current projects, releasing code, and documenting as much as possible.
If you are looking for other content, our curators, conservators, and archivists are posting on our Tumblr, and we encourage you to follow us there if that is of interest to you.
The blog are a platform for discussion and we encourage our readers to speak their minds using the comment area (and following our comment guidelines). Our blog is written and produced by many authors on staff at the Museum. The views they express here (and elsewhere) are their own and do not necessarily reflect the views of the Brooklyn Museum or its staff.



"
https://www.brooklynmuseum.org/connect/have_a_little_fun/coloring_pages,Coloring Pages,https://d1lfxha3ugu3d4.cloudfront.net/assets/system-images/made/assets/system-images/remote/https_d1lfxha3ugu3d4.cloudfront.net/connect/images/2020_June_ColoringBook_TheDinnerParty_preview2_1000x1000_230_230_s_c1_c_t.jpg,,"
The ancient Egyptian amulet God Flanked by Two Crocodiles

A coloring book of all 39 plates from Judy Chicago’s The Dinner Party

Portrait of a Stallion, by an Indian artist

The façade of the Brooklyn Museum

Stuart Davis’s Pad No. 4

Alavoine of Paris and New York’s Weil-Worgelt Study

Elisabeth Louise Vigée Le Brun’s Portrait of Countess Maria Theresia Czernin

A Namgis Thunderbird mask

A mask by a Kuba artist

Katsushika Hokusai’s Fuji from the Platform of Sasayedo

Albert Bierstadt’s Storm in the Rocky Mountains

Our ancient Egyptian Cartonnage of Nespanetjerenpare
"
https://www.brooklynmuseum.org/connect/learn_and_teach/mini_art_lessons,Mini Art Lessons,https://d1lfxha3ugu3d4.cloudfront.net/assets/system-images/made/assets/system-images/remote/https_d1lfxha3ugu3d4.cloudfront.net/connect/images/2020_August_Mini_Art_Lesson_Dindga_McCannon_2012.80.32_PS9_817x817_230_230_s_c1_c_t.jpg,,"
Still Life with Fruit by Severin Roesen

Revolutionary Sister by Dindga McCannon

Untitled II (Portrait) by May Wilson

Baleen Whale Mask by a Kwakwaka’wakw artist

Platano Pride by Miguel Luciano

Untitled (Guanaroca [First Woman]) by Ana Mendieta

Zimaseka “Zim” Salusalu, Gugulethu, Cape Town by Zanele Muholi

Gele Pride Flag by Adejoke Tugbiyele

SPEAK TO ME IN YOUR WAY SO THAT I CAN HEAR YOU by Jeffrey Gibson

Untitled (Fang, Crow, and Fruit) by Beauford Delaney

A bars quilt made by an American artist

Wine Jar with Fish and Aquatic Plants, from fourteenth-century China

Black Block by El Anatsui

The Dancer by Max Weber

Untitled by Judith Scott

Monet’s Salle a Manger Jaune by Mickalene Thomas

Napoleon Leading the Army over the Alps by Kehinde Wiley

An Egyptian female figure made almost 5,500 years ago

The Dinner Party by Judy Chicago

Winter Scene in Brooklyn by Francis Guy
"
https://www.brooklynmuseum.org/copyright,Copyright,,,"Copyright
  Copyright © 2004–2019 the Brooklyn Museum. Some rights reserved. Use of text and images in which Brooklyn Museum holds the copyright is permitted, with attribution, under the terms and conditions of a Creative Commons License.Copyright and other proprietary rights in material on this site may be held by individuals or entities other than or in addition to the Brooklyn Museum. The Museum does not warrant that the use of materials displayed on this site will not infringe on the rights of third parties, such as artists or artists' heirs holding the rights to these works. It is your responsibility to determine and satisfy copyright or other use restrictions before copying, transmitting, or making other use of protected items beyond that allowed by “fair use,” as such term is understood under the United States Copyright Act.The Brooklyn Museum respects the intellectual property rights of others. The Brooklyn Museum may, in appropriate circumstances and at its discretion, remove, disable and/or terminate access to any material on or linked to or from this site that it suspects to be infringing upon a third party's intellectual property rights or other rights. If you believe that material posted on or linked to or from this site by the Brooklyn Museum or by any other party is infringing, please follow the procedures set forth in our Digital Millennium Copyright Act Notice Policy, which is incorporated herein by reference.The Brooklyn Museum is currently researching works that are protected under copyright and contacting artists for permission to use their works. If you can provide contact information for the artist or their estate, please get in touch with us at copyright@brooklynmuseum.org.See Image Services for information on licensing text or images for reproduction.
"
https://www.brooklynmuseum.org/eascfa,EASCFA Exhibitions,,Feminist,"The Dinner Party by Judy Chicago

LONG-TERM INSTALLATION
Elizabeth A. Sackler Center for Feminist Art, 4th Floor
"
https://www.brooklynmuseum.org/eascfa/about,Brooklyn Museum: About,,,"About
The Elizabeth A. Sackler Center for Feminist Art is an exhibition and education environment dedicated to feminist art—its past, present, and future. Among the most ambitious, influential, and enduring artistic movements to emerge in the late twentieth century, feminist art has played a leading role in the art world over the last forty years. Dramatically expanding the definition of art to be more inclusive in all areas, from subject matter to media, feminist art reintroduced the articulation of socially relevant issues after an era of aesthetic “formalism,” while pioneering the use of performance and audiovisual media within a fine art idiom.
The Center’s mission is to raise awareness of feminism’s cultural contributions, to educate new generations about the meaning of feminist art, and to maintain a dynamic and welcoming learning environment.
The Center’s 8,300-square-foot space encompasses a gallery devoted to The Dinner Party (1974–79) by Judy Chicago, a biographical gallery to present exhibitions highlighting the women represented in The Dinner Party, a gallery space for a regular exhibition schedule of feminist art, a computerized study area, and additional space for the presentation of related public and educational programs.
The Elizabeth A. Sackler Center for Feminist Art was established through the generosity of the Elizabeth A. Sackler Foundation.
"
https://www.brooklynmuseum.org/eascfa/about/benefactor_statement,The Benefactor,https://d1lfxha3ugu3d4.cloudfront.net/eascfa/images/Elizabeth_Sackler_335W.jpeg,,"The Benefactor

I do not think of myself as a benefactor. I am a public historian, social and arts activist, and American Indian advocate and as such have found myself being conscious of the world around me and taking action in many ways. I have been called a social artist, my actions in the public sphere being guided by the work itself. In that way—just as when I established the American Indian Ritual Object Repatriation Foundation in 1992 and as I continue to lecture and write on ethics and morality in the art market and beyond—I found the image of a place, a center, whose primary mission was to further equality, justice, and equity and provide opportunity for those moral principles and values of Feminism to be a mighty and highly desirable prospect.
Coming of age in the 1960s, my life was centered in protests of the Civil Rights Movement. That I eluded arrest or worse was a relief to my parents, but it was during those years the social activism in my marrow was ignited and shaped my actions and activities for more than five decades. Ultimately, financial resources have enabled me to create an enduring activist declaration. I am, of course, referring to the Elizabeth A. Sackler Center for Feminist Art.
The Elizabeth A. Sackler Center for Feminist Art is a home where the feminist principles of equality and justice reside. The Center is a forum for dialogue and discourse about feminism and feminist art. The Women’s Liberation Movement in America in the 1970s was but a beginning. We now live in a world hard-wired electronically, with each corner only nano-seconds apart from the others. But oppression, inequity, and prejudice still engulf most women in the world although, in total, women make up half the earth’s population. We will not have reached a post-feminist era until all women—women of color, disenfranchised women living in poverty and subjected to injustices, women abused or discarded—are saved from bigotry, are rescued from the horrors of rape and the sex-slave market, and at last have equal opportunities.
The Brooklyn Museum’s determined adherence to its mission to provide the fundamentals of human cultural edification is the reason why, in 2002, I shared my vision of a Center for Feminist Art with the Museum. The outstanding commitment of Director Arnold Lehman and the Board of Trustees, and the enthusiasm and hard work of the Museum’s staff, have made this groundbreaking project possible.
Watching the Center take physical form has been a thrill of a lifetime. Knowing that it highlights women’s contributions in all fields throughout history, brings feminist art to a major cultural institution, and creates a fertile space for feminists, artists, thinkers, and writers to congregate and share ideas and ideals turns a vision into reality.
"
https://www.brooklynmuseum.org/eascfa/about/elizabeth_sackler,About the Benefactor,,,"About the Benefactor
Elizabeth A. Sackler is a public historian, social activist, and American Indian advocate. Dr. Sackler is the CEO and President of the Arthur M. Sackler Foundation, founder and president of the American Indian Ritual Object Repatriation Foundation, and sits on the National Advisory Board of the National Museum of Women in the Arts, Washington, D.C., and on the Board of Trustees of the Brooklyn Museum, New York City.
Dr. Sackler lectures at universities and colleges in Manhattan, most recently at the John Jay College of Criminal Justice and the Stern School of Business at New York University. As a panelist for ArtTable at the National Museum of the American Indian, NYC, “Understanding the Current Art and Cultural Property Debate and its Impact on the Art World” and at the Vera List Center for Arts and Politics, “Cultural Genocide and Hegemony: Keys to Political, Economic, Religious, and Cultural Domination,” Dr. Sackler addressed historic and current cultural genocide and the legal, ethical, and moral debates raging in the museum and art-market worlds. She has authored numerous articles for scholarly journals and national magazines; her paper “Calling for a Code of Ethics in the Indian Art Market” is in the recently published anthology Ethics and the Visual Arts (Eds. Levin/King, New York: Allworth Press, 2006). She is a regular guest lecturer at the New York University Gallatin School of Individualized Study Graduate Seminar Program.
As President of the Elizabeth A. Sackler Foundation, Dr. Sackler was responsible for giving Judy Chicago’s iconic feminist masterpiece, The Dinner Party, to the Brooklyn Museum in 2002, and for its permanent installation venue in the Elizabeth A. Sackler Center for Feminist Art at the Brooklyn Museum, opening March 23, 2007. Through this endeavor, Dr. Sackler has realized her vision to highlight women’s contributions in all fields throughout history, bring feminist art to New York’s major cultural institution, and create a fertile space for feminists, artists, thinkers, and writers to congregate and share ideas and ideals.
Dr. Sackler was honored in 1999 by the Yurok Tribal Council, received the Brooklyn Museum Community Committee Women in the Arts Award in 2002, was one of Women’s eNews “21 leaders of the 21st Century” in 2003, was the recipient of the President’s Award from the Women’s Caucus for Art in 2004, was named “Native American of the Year” by Drums Along the Hudson in 2005, and in April 2006 received ArtTable’s prestigious 2006 Distinguished Service to the Visual Arts.
"
https://www.brooklynmuseum.org/eascfa/about/feminist_art_base,Feminist Art Base,,,"Feminist Art Base

The Feminist Art Base is a digital archive dedicated solely to feminist art, offering profiles of some of the most prominent and promising contributors to the field. This digital resource was created in 2007 and was actively expanded through 2014; the database remains available for researchers as an archive of activity by artists from the 1960s to the early 2000s.
"
